time,state,north,east,down,tgt_n,tgt_e,tgt_d,obstacle,wp_index,geocage,geofence,inside,caged,roll_deg,pitch_deg,yaw_deg,vn,ve,vd
15:34:12,MOVE,32.457,0.316,-7.75,36.0,8.0,-8.0,,5,1,1,1,0,7.33,-15.97,48.09,1.802,1.894,0.33
15:34:13,MOVE,32.652,0.544,-7.727,36.0,8.0,-8.0,,5,1,1,1,0,5.71,-16.49,55.41,1.888,2.22,0.188
15:34:13,MOVE,32.805,0.735,-7.718,36.0,8.0,-8.0,,5,1,1,1,0,4.63,-16.71,60.74,1.942,2.445,0.135
15:34:13,MOVE,33.015,1.012,-7.711,36.0,8.0,-8.0,,5,1,1,1,0,3.82,-16.83,65.38,1.999,2.729,0.107
15:34:13,MOVE,33.175,1.237,-7.707,36.0,8.0,-8.0,,5,1,1,1,0,3.36,-16.86,68.94,2.032,2.933,0.103
15:34:13,MOVE,33.392,1.556,-7.702,36.0,8.0,-8.0,,5,1,1,1,0,3.32,-16.83,71.61,2.063,3.201,0.098
15:34:13,MOVE,33.591,1.869,-7.698,36.0,8.0,-8.0,,5,1,1,1,0,3.76,-16.73,73.04,2.079,3.448,0.078
15:34:13,MOVE,33.771,2.171,-7.696,36.0,8.0,-8.0,,5,1,1,1,0,4.56,-16.52,73.49,2.079,3.675,0.038
15:34:13,MOVE,33.967,2.522,-7.698,36.0,8.0,-8.0,,5,1,1,1,0,5.74,-14.9,73.42,2.057,3.923,-0.016
15:34:13,MOVE,34.174,2.927,-7.709,36.0,8.0,-8.0,,5,1,1,1,0,6.34,-10.9,73.05,1.999,4.159,-0.142
15:34:13,MOVE,34.338,3.278,-7.731,36.0,8.0,-8.0,,5,1,1,1,0,6.25,-6.48,72.55,1.924,4.292,-0.291
15:34:14,MOVE,34.508,3.67,-7.767,36.0,8.0,-8.0,,5,1,1,1,0,5.67,-1.38,71.78,1.828,4.345,-0.389
15:34:14,MOVE,34.667,4.058,-7.809,36.0,8.0,-8.0,,5,1,1,1,0,4.99,2.76,70.88,1.726,4.317,-0.415
15:34:14,MOVE,34.8,4.401,-7.847,36.0,8.0,-8.0,,5,1,1,1,0,4.44,5.64,70.08,1.627,4.241,-0.402
15:34:14,MOVE,34.935,4.763,-7.886,36.0,8.0,-8.0,,5,1,1,1,0,3.77,8.41,69.2,1.513,4.113,-0.369
15:34:14,MOVE,35.058,5.107,-7.92,36.0,8.0,-8.0,,5,1,1,1,0,3.15,10.38,68.57,1.395,3.948,-0.328
15:34:14,MOVE,35.17,5.429,-7.95,36.0,8.0,-8.0,,5,1,1,1,0,2.54,11.95,68.14,1.276,3.752,-0.285
15:34:14,MOVE,35.261,5.703,-7.973,36.0,8.0,-8.0,,5,1,1,1,0,2.06,12.99,67.97,1.167,3.556,-0.246
15:34:14,MOVE,35.351,5.982,-7.994,36.0,8.0,-8.0,,5,1,1,1,0,1.62,13.76,68.02,1.049,3.323,-0.207
15:34:14,MOVE,35.43,6.238,-8.011,36.0,8.0,-8.0,,5,1,1,1,0,1.3,14.2,68.29,0.933,3.078,-0.171
15:34:14,MOVE,35.51,6.51,-8.028,36.0,8.0,-8.0,,5,1,1,1,0,1.06,14.33,68.79,0.802,2.783,-0.135
15:34:15,MOVE,35.557,6.679,-8.037,36.0,8.0,-8.0,,5,1,1,1,0,0.93,14.24,69.28,0.715,2.578,-0.112
15:34:15,MOVE,35.614,6.896,-8.047,36.0,8.0,-8.0,,5,1,1,1,0,0.8,13.89,69.93,0.595,2.284,-0.084
15:34:15,MOVE,35.653,7.058,-8.053,36.0,8.0,-8.0,,5,1,1,1,0,0.7,13.41,70.45,0.501,2.043,-0.064
15:34:15,MOVE,35.689,7.223,-8.057,36.0,8.0,-8.0,,5,1,1,1,0,0.55,12.72,70.91,0.398,1.771,-0.045
15:34:15,MOVE,35.709,7.333,-8.059,36.0,8.0,-8.0,,5,1,1,1,0,0.38,12.04,71.12,0.324,1.572,-0.033
15:34:15,MOVE,35.726,7.456,-8.06,36.0,8.0,-8.0,,5,1,1,1,0,0.11,11.14,71.07,0.237,1.331,-0.022
15:34:15,MOVE,35.733,7.552,-8.059,46.0,8.0,-8.0,,6,1,1,1,0,-0.23,10.2,70.61,0.166,1.126,-0.015
15:34:15,MOVE,35.735,7.639,-8.054,46.0,8.0,-8.0,,6,1,1,1,0,-5.09,4.83,69.97,0.097,0.941,0.095
15:34:15,MOVE,35.739,7.705,-8.04,46.0,8.0,-8.0,,6,1,1,1,0,-17.08,-5.55,70.28,0.239,0.883,0.171
15:34:15,MOVE,35.769,7.78,-8.008,46.0,8.0,-8.0,,6,1,1,1,0,-25.01,-10.37,68.53,0.548,0.875,0.423
15:34:16,MOVE,35.848,7.865,-7.946,46.0,8.0,-8.0,,6,1,1,1,0,-22.68,-9.52,62.16,0.958,0.832,0.61
15:34:16,MOVE,35.956,7.936,-7.882,46.0,8.0,-8.0,,6,1,1,1,0,-18.32,-9.22,55.85,1.283,0.773,0.646
15:34:16,MOVE,36.097,8.004,-7.817,46.0,8.0,-8.0,,6,1,1,1,0,-14.77,-10.32,48.71,1.556,0.727,0.678
15:34:16,MOVE,36.278,8.075,-7.744,46.0,8.0,-8.0,,6,1,1,1,0,-12.36,-12.02,40.64,1.828,0.692,0.715
15:34:16,MOVE,36.487,8.145,-7.67,46.0,8.0,-8.0,,6,1,1,1,0,-10.3,-13.86,30.79,2.114,0.66,0.693
15:34:16,MOVE,36.705,8.206,-7.612,46.0,8.0,-8.0,,6,1,1,1,0,-8.64,-15.24,22.2,2.419,0.617,0.53
15:34:16,MOVE,36.927,8.258,-7.575,46.0,8.0,-8.0,,6,1,1,1,0,-6.86,-16.28,13.91,2.694,0.569,0.395
15:34:16,MOVE,37.248,8.319,-7.542,46.0,8.0,-8.0,,6,1,1,1,0,-4.82,-16.93,5.07,3.009,0.502,0.34
15:34:16,MOVE,37.543,8.364,-7.517,46.0,8.0,-8.0,,6,1,1,1,0,-3.28,-17.19,-1.62,3.251,0.441,0.352
15:34:16,MOVE,37.827,8.398,-7.493,46.0,8.0,-8.0,,6,1,1,1,0,-2.29,-17.29,-6.24,3.463,0.379,0.368
15:34:17,MOVE,38.158,8.428,-7.463,46.0,8.0,-8.0,,6,1,1,1,0,-1.57,-17.33,-10.05,3.688,0.305,0.386
15:34:17,MOVE,38.473,8.448,-7.434,46.0,8.0,-8.0,,6,1,1,1,0,-1.27,-17.34,-12.39,3.887,0.232,0.402
15:34:17,MOVE,38.836,8.462,-7.4,46.0,8.0,-8.0,,6,1,1,1,0,-1.36,-17.31,-13.75,4.1,0.144,0.416
15:34:17,MOVE,39.249,8.464,-7.362,46.0,8.0,-8.0,,6,1,1,1,0,-1.92,-17.25,-13.96,4.334,0.035,0.399
15:34:17,MOVE,39.61,8.457,-7.332,46.0,8.0,-8.0,,6,1,1,1,0,-2.74,-16.99,-13.39,4.53,-0.067,0.36
15:34:17,MOVE,40.021,8.438,-7.303,46.0,8.0,-8.0,,6,1,1,1,0,-3.74,-13.95,-12.14,4.729,-0.19,0.293
15:34:17,MOVE,40.446,8.406,-7.285,46.0,8.0,-8.0,,6,1,1,1,0,-3.97,-8.65,-10.81,4.866,-0.312,0.137
15:34:17,MOVE,40.837,8.367,-7.285,46.0,8.0,-8.0,,6,1,1,1,0,-3.53,-3.45,-9.47,4.907,-0.406,-0.077
15:34:17,MOVE,41.225,8.321,-7.306,46.0,8.0,-8.0,,6,1,1,1,0,-2.74,0.73,-8.08,4.862,-0.474,-0.335
15:34:17,MOVE,41.602,8.27,-7.349,46.0,8.0,-8.0,,6,1,1,1,0,-1.74,4.14,-6.5,4.752,-0.515,-0.565
15:34:18,MOVE,42.033,8.208,-7.422,46.0,8.0,-8.0,,6,1,1,1,0,-0.76,7.04,-4.87,4.57,-0.535,-0.69
15:34:18,MOVE,42.372,8.156,-7.488,46.0,8.0,-8.0,,6,1,1,1,0,-0.05,9.08,-3.62,4.393,-0.536,-0.702
15:34:18,MOVE,42.722,8.102,-7.558,46.0,8.0,-8.0,,6,1,1,1,0,0.6,10.89,-2.47,4.176,-0.525,-0.665
15:34:18,MOVE,43.02,8.057,-7.616,46.0,8.0,-8.0,,6,1,1,1,0,1.1,12.14,-1.63,3.961,-0.508,-0.61
15:34:18,MOVE,43.35,8.008,-7.676,46.0,8.0,-8.0,,6,1,1,1,0,1.62,13.19,-0.84,3.687,-0.479,-0.536
15:34:18,MOVE,43.65,7.965,-7.726,46.0,8.0,-8.0,,6,1,1,1,0,1.96,13.73,-0.32,3.402,-0.443,-0.462
15:34:18,MOVE,43.878,7.935,-7.762,46.0,8.0,-8.0,,6,1,1,1,0,2.17,13.93,0.04,3.159,-0.41,-0.406
15:34:18,MOVE,44.126,7.904,-7.798,46.0,8.0,-8.0,,6,1,1,1,0,2.27,13.88,0.34,2.868,-0.367,-0.345
15:34:18,MOVE,44.329,7.88,-7.826,46.0,8.0,-8.0,,6,1,1,1,0,2.3,13.64,0.61,2.604,-0.329,-0.297
15:34:18,MOVE,44.525,7.859,-7.851,46.0,8.0,-8.0,,6,1,1,1,0,2.29,13.21,0.96,2.324,-0.288,-0.252
15:34:19,MOVE,44.697,7.843,-7.873,46.0,8.0,-8.0,,6,1,1,1,0,2.28,12.61,1.43,2.056,-0.249,-0.214
15:34:19,MOVE,44.836,7.832,-7.888,46.0,8.0,-8.0,,6,1,1,1,0,2.27,11.93,2.03,1.822,-0.215,-0.185
15:34:19,MOVE,44.967,7.824,-7.902,46.0,8.0,-8.0,,6,1,1,1,0,2.27,11.14,2.85,1.582,-0.181,-0.158
15:34:19,MOVE,45.08,7.819,-7.914,46.0,8.0,-8.0,,6,1,1,1,0,2.27,10.32,3.84,1.359,-0.149,-0.136
15:34:19,MOVE,45.183,7.817,-7.923,46.0,8.0,-8.0,,6,1,1,1,0,2.25,9.37,5.15,1.139,-0.118,-0.117
15:34:19,MOVE,45.257,7.819,-7.93,46.0,8.0,-8.0,,6,1,1,1,0,2.21,8.56,6.43,0.968,-0.093,-0.104
15:34:19,MOVE,45.325,7.823,-7.937,46.0,8.0,-8.0,,6,1,1,1,0,2.14,7.66,8.01,0.8,-0.069,-0.092
15:34:19,MOVE,45.387,7.83,-7.944,46.0,8.0,-8.0,,6,1,1,1,0,2.03,6.79,9.69,0.639,-0.048,-0.081
15:34:19,MOVE,45.433,7.837,-7.949,50.0,0.0,-8.0,,7,1,1,1,0,1.89,5.99,11.39,0.508,-0.032,-0.073
15:34:19,MOVE,45.474,7.846,-7.95,50.0,0.0,-8.0,,7,1,1,1,0,-4.32,0.57,13.1,0.395,-0.017,0.029
15:34:20,MOVE,45.514,7.849,-7.94,50.0,0.0,-8.0,,7,1,1,1,0,-18.94,-7.61,15.04,0.492,-0.163,0.153
15:34:20,MOVE,45.562,7.834,-7.915,50.0,0.0,-8.0,,7,1,1,1,0,-26.37,-8.69,14.3,0.646,-0.387,0.37
15:34:20,MOVE,45.652,7.777,-7.856,50.0,0.0,-8.0,,7,1,1,1,0,-24.77,-6.09,9.73,0.835,-0.775,0.556
15:34:20,MOVE,45.756,7.679,-7.789,50.0,0.0,-8.0,,7,1,1,1,0,-20.03,-5.29,4.55,0.957,-1.133,0.591
15:34:20,MOVE,45.873,7.543,-7.719,50.0,0.0,-8.0,,7,1,1,1,0,-16.71,-6.54,-0.68,1.051,-1.422,0.63
15:34:20,MOVE,45.998,7.377,-7.646,50.0,0.0,-8.0,,7,1,1,1,0,-14.6,-8.64,-7.51,1.148,-1.675,0.674
15:34:20,MOVE,46.12,7.202,-7.575,50.0,0.0,-8.0,,7,1,1,1,0,-13.34,-10.5,-14.67,1.241,-1.899,0.709
15:34:20,MOVE,46.238,7.027,-7.51,50.0,0.0,-8.0,,7,1,1,1,0,-12.15,-12.11,-22.11,1.325,-2.105,0.734
15:34:20,MOVE,46.386,6.793,-7.433,50.0,0.0,-8.0,,7,1,1,1,0,-10.5,-13.86,-31.45,1.431,-2.384,0.66
15:34:20,MOVE,46.531,6.553,-7.377,50.0,0.0,-8.0,,7,1,1,1,0,-8.65,-15.35,-40.49,1.532,-2.679,0.476
15:34:21,MOVE,46.682,6.286,-7.337,50.0,0.0,-8.0,,7,1,1,1,0,-6.55,-16.37,-49.37,1.616,-2.952,0.381
15:34:21,MOVE,46.839,5.996,-7.304,50.0,0.0,-8.0,,7,1,1,1,0,-4.71,-16.88,-56.77,1.684,-3.198,0.372
15:34:21,MOVE,46.985,5.714,-7.274,50.0,0.0,-8.0,,7,1,1,1,0,-3.34,-17.11,-62.35,1.737,-3.413,0.385
15:34:21,MOVE,47.162,5.354,-7.236,50.0,0.0,-8.0,,7,1,1,1,0,-2.15,-17.24,-67.42,1.792,-3.665,0.401
15:34:21,MOVE,47.296,5.07,-7.206,50.0,0.0,-8.0,,7,1,1,1,0,-1.54,-16.7,-70.67,1.827,-3.846,0.44
15:34:21,MOVE,47.461,4.706,-7.164,50.0,0.0,-8.0,,7,1,1,1,0,-1.23,-13.62,-72.98,1.853,-4.041,0.503
15:34:21,MOVE,47.625,4.329,-7.118,50.0,0.0,-8.0,,7,1,1,1,0,-0.99,-8.89,-74.13,1.858,-4.178,0.527
15:34:21,MOVE,47.786,3.946,-7.071,50.0,0.0,-8.0,,7,1,1,1,0,-0.79,-2.57,-74.21,1.84,-4.232,0.512
15:34:21,MOVE,47.943,3.565,-7.028,50.0,0.0,-8.0,,7,1,1,1,0,-0.67,2.6,-73.15,1.799,-4.196,0.45
15:34:21,MOVE,48.08,3.229,-6.997,50.0,0.0,-8.0,,7,1,1,1,0,-0.49,6.3,-71.45,1.742,-4.093,0.35
15:34:22,MOVE,48.234,2.847,-6.975,50.0,0.0,-8.0,,7,1,1,1,0,-0.06,9.22,-68.88,1.65,-3.895,0.178
15:34:22,MOVE,48.342,2.58,-6.972,50.0,0.0,-8.0,,7,1,1,1,0,0.49,10.57,-66.47,1.568,-3.708,0.014
15:34:22,MOVE,48.474,2.252,-6.989,50.0,0.0,-8.0,,7,1,1,1,0,1.26,11.14,-63.46,1.451,-3.427,-0.244
15:34:22,MOVE,48.575,2.005,-7.026,50.0,0.0,-8.0,,7,1,1,1,0,1.87,10.94,-60.92,1.356,-3.187,-0.457
15:34:22,MOVE,48.678,1.759,-7.087,50.0,0.0,-8.0,,7,1,1,1,0,2.37,10.43,-58.35,1.259,-2.934,-0.663
15:34:22,MOVE,48.782,1.517,-7.174,50.0,0.0,-8.0,,7,1,1,1,0,2.81,10.19,-55.76,1.163,-2.675,-0.835
15:34:22,MOVE,48.878,1.301,-7.271,50.0,0.0,-8.0,,7,1,1,1,0,3.17,10.36,-53.71,1.075,-2.442,-0.877
15:34:22,MOVE,48.953,1.136,-7.351,50.0,0.0,-8.0,,7,1,1,1,0,3.47,10.63,-52.16,1.004,-2.258,-0.846
15:34:22,MOVE,49.037,0.957,-7.439,50.0,0.0,-8.0,,7,1,1,1,0,3.8,10.81,-50.48,0.921,-2.043,-0.771
15:34:22,MOVE,49.103,0.822,-7.503,50.0,0.0,-8.0,,7,1,1,1,0,3.99,10.76,-49.34,0.852,-1.868,-0.697
15:34:23,MOVE,49.182,0.665,-7.574,50.0,0.0,-8.0,,7,1,1,1,0,4.14,10.46,-47.85,0.764,-1.647,-0.601
15:34:23,MOVE,49.249,0.536,-7.629,50.0,0.0,-8.0,,7,1,1,1,0,4.21,9.99,-46.4,0.685,-1.452,-0.52
15:34:23,MOVE,49.311,0.424,-7.674,50.0,0.0,-8.0,,7,1,1,1,0,4.24,9.46,-44.91,0.609,-1.266,-0.45
15:34:23,MOVE,49.367,0.326,-7.711,50.0,0.0,-8.0,,7,1,1,1,0,4.27,8.81,-43.01,0.537,-1.09,-0.391
15:34:23,MOVE,49.422,0.236,-7.745,50.0,0.0,-8.0,,7,1,1,1,0,4.29,8.09,-40.72,0.462,-0.912,-0.338
15:34:23,MOVE,49.465,0.172,-7.769,50.0,0.0,-8.0,,7,1,1,1,0,4.3,7.42,-38.28,0.404,-0.772,-0.302
15:34:23,LANDING,49.507,0.114,-7.793,50.0,0.0,-8.0,,8,1,1,1,0,4.31,6.64,-34.98,0.344,-0.632,-0.268
